method,method_label,iteration,point_idx,global_id,v0_mean,tau,A,R_safety,density,flow_ratio,y_simulated,y_std,dist_to_bound,is_boundary
M0_Random,M0: Random Baseline,1,14,M0_Random_i1_p14,1.3831,0.4904,11.0169,1.5053,0.4785,0.1840,9.7554,2.4388,0.0339,YES
M0_Random,M0: Random Baseline,1,15,M0_Random_i1_p15,1.5449,0.6026,25.9796,1.0273,0.1453,0.0563,7.4688,0.6639,0.0504,NO
M0_Random,M0: Random Baseline,1,16,M0_Random_i1_p16,0.8750,0.3590,21.7802,1.2169,0.5541,0.3477,14.7494,1.7349,0.0938,NO
M0_Random,M0: Random Baseline,1,17,M0_Random_i1_p17,0.8533,0.5828,34.4881,0.8781,0.3274,0.1690,13.5030,0.9754,0.0666,NO
M0_Random,M0: Random Baseline,1,18,M0_Random_i1_p18,1.5229,0.3391,17.0520,1.4646,0.8224,0.4850,9.7901,3.3952,0.0299,YES
M0_Random,M0: Random Baseline,1,19,M0_Random_i1_p19,1.3613,0.7679,32.1323,1.1930,0.6985,0.3646,12.2867,2.2202,0.0642,NO
M0_Random,M0: Random Baseline,1,20,M0_Random_i1_p20,1.0180,0.5096,19.3780,1.3514,0.2405,0.0399,11.4479,1.1846,0.0798,NO
M0_Random,M0: Random Baseline,2,1,M0_Random_i2_p1,0.9644,0.3401,24.7104,0.8038,0.3491,0.1679,11.6585,0.5546,0.0047,YES
M0_Random,M0: Random Baseline,2,2,M0_Random_i2_p2,1.4740,0.6259,34.5965,1.5549,0.7936,0.2812,10.4091,1.8986,0.0564,NO
M0_Random,M0: Random Baseline,2,3,M0_Random_i2_p3,1.3399,0.4334,13.3463,1.0819,0.5619,0.4051,8.9782,0.2173,0.1115,NO
M0_Random,M0: Random Baseline,2,4,M0_Random_i2_p4,1.0499,0.7807,30.7325,1.3330,0.1034,0.0418,11.6250,1.6532,0.0037,YES
M0_Random,M0: Random Baseline,2,5,M0_Random_i2_p5,1.1196,0.5234,36.5316,1.2379,0.2776,0.2066,10.1425,0.6816,0.1156,NO
M0_Random,M0: Random Baseline,2,6,M0_Random_i2_p6,1.2171,0.6754,19.1423,1.1894,0.7226,0.3511,11.9614,2.7096,0.2492,NO
M0_Random,M0: Random Baseline,2,7,M0_Random_i2_p7,1.5940,0.3677,25.4021,1.4723,0.9692,0.4753,14.5807,3.6632,0.0075,YES
M0_Random,M0: Random Baseline,2,8,M0_Random_i2_p8,0.8911,0.5832,15.5127,0.9238,0.5102,0.0808,13.1397,1.0374,0.1139,NO
M0_Random,M0: Random Baseline,2,9,M0_Random_i2_p9,0.8372,0.4792,27.0182,1.1310,0.8343,0.0134,14.4058,0.9527,0.0268,YES
M0_Random,M0: Random Baseline,2,10,M0_Random_i2_p10,1.5277,0.7562,17.1907,1.2791,0.3928,0.4313,8.9121,1.8214,0.0876,NO
M0_Random,M0: Random Baseline,2,11,M0_Random_i2_p11,1.2616,0.3216,38.1477,0.9591,0.1752,0.3053,8.7970,0.6289,0.0432,YES
M0_Random,M0: Random Baseline,2,12,M0_Random_i2_p12,1.1517,0.6620,20.8203,1.4072,0.6307,0.1372,12.7581,3.1449,0.2409,NO
M0_Random,M0: Random Baseline,2,13,M0_Random_i2_p13,1.0789,0.4194,11.7398,1.5156,0.6784,0.1150,12.3005,2.0047,0.0580,NO
M0_Random,M0: Random Baseline,2,14,M0_Random_i2_p14,1.3814,0.5802,29.0705,0.8633,0.2374,0.4393,8.1064,0.3903,0.0792,NO
M0_Random,M0: Random Baseline,2,15,M0_Random_i2_p15,1.4043,0.5147,23.1039,1.4000,0.4418,0.3134,9.9531,2.1142,0.2446,NO
M0_Random,M0: Random Baseline,2,16,M0_Random_i2_p16,0.9073,0.7370,32.9345,1.0477,0.8969,0.2392,15.9085,2.7910,0.1146,NO
M0_Random,M0: Random Baseline,2,17,M0_Random_i2_p17,0.9307,0.5028,16.3760,1.4807,0.1432,0.4594,12.2438,1.3865,0.0480,YES
M0_Random,M0: Random Baseline,2,18,M0_Random_i2_p18,1.4340,0.7170,28.0524,0.9294,0.6058,0.0961,8.0361,0.5860,0.1618,NO
M0_Random,M0: Random Baseline,2,19,M0_Random_i2_p19,1.3549,0.4076,20.2401,1.2088,0.8100,0.2220,10.1165,1.2483,0.2112,NO
M0_Random,M0: Random Baseline,2,20,M0_Random_i2_p20,1.0586,0.5604,39.4166,1.1575,0.3616,0.3353,11.6464,0.9408,0.0194,YES
M0_Random,M0: Random Baseline,3,1,M0_Random_i3_p1,1.1388,0.3987,23.1513,1.1700,0.5114,0.2809,10.7963,0.6986,0.1975,NO
M0_Random,M0: Random Baseline,3,2,M0_Random_i3_p2,1.3114,0.7278,31.0006,1.3033,0.9726,0.0265,9.2843,0.6496,0.0304,YES
M0_Random,M0: Random Baseline,3,3,M0_Random_i3_p3,1.4380,0.4937,10.7432,0.8200,0.5910,0.1796,8.3397,0.8388,0.0248,YES
M0_Random,M0: Random Baseline,3,4,M0_Random_i3_p4,0.8121,0.5708,33.1273,1.4531,0.1232,0.4252,14.5238,2.7889,0.0152,YES
M0_Random,M0: Random Baseline,3,5,M0_Random_i3_p5,0.9785,0.4351,28.1287,1.5040,0.2855,0.3282,13.0944,3.3538,0.1200,NO
M0_Random,M0: Random Baseline,3,6,M0_Random_i3_p6,1.5714,0.6372,20.5173,0.9693,0.7537,0.0827,7.5013,0.4425,0.0358,YES
M0_Random,M0: Random Baseline,3,7,M0_Random_i3_p7,1.2793,0.3401,37.7572,1.2540,0.8117,0.2425,10.4517,1.9991,0.0748,NO
M0_Random,M0: Random Baseline,3,8,M0_Random_i3_p8,1.0705,0.7942,15.6037,1.0191,0.3509,0.4970,12.6555,2.2157,0.0060,YES
M0_Random,M0: Random Baseline,3,9,M0_Random_i3_p9,1.0323,0.5444,38.5738,0.9212,0.8986,0.3923,13.3307,2.7495,0.0475,YES
M0_Random,M0: Random Baseline,3,10,M0_Random_i3_p10,1.2175,0.5903,15.7246,1.5553,0.4870,0.1456,10.1640,1.0706,0.0559,NO
M0_Random,M0: Random Baseline,3,11,M0_Random_i3_p11,1.5315,0.3869,25.6712,1.0712,0.2039,0.0566,7.5092,0.5979,0.0856,NO
M0_Random,M0: Random Baseline,3,12,M0_Random_i3_p12,0.9183,0.6848,18.2872,1.2051,0.6088,0.3099,16.9656,4.7090,0.1479,NO
M0_Random,M0: Random Baseline,3,13,M0_Random_i3_p13,0.8973,0.3205,12.9733,1.3560,0.6726,0.4669,15.8830,3.1703,0.0410,YES
M0_Random,M0: Random Baseline,3,14,M0_Random_i3_p14,1.4529,0.7434,35.5847,1.1205,0.2681,0.2135,8.0075,0.6870,0.1131,NO
M0_Random,M0: Random Baseline,3,15,M0_Random_i3_p15,1.3981,0.4780,23.0304,1.4060,0.4245,0.1156,8.9600,1.2170,0.2312,NO
M0_Random,M0: Random Baseline,3,16,M0_Random_i3_p16,1.1521,0.6489,30.1840,0.8703,0.8365,0.3622,11.9912,1.2243,0.0879,NO
M0_Random,M0: Random Baseline,3,17,M0_Random_i3_p17,1.1915,0.4700,17.1667,1.2934,0.1298,0.2025,9.2675,0.7144,0.0331,YES
M0_Random,M0: Random Baseline,3,18,M0_Random_i3_p18,1.3579,0.6721,39.7849,1.0335,0.5686,0.4491,10.2185,0.9079,0.0072,YES
M0_Random,M0: Random Baseline,3,19,M0_Random_i3_p19,1.4906,0.3130,18.8228,1.5432,0.9677,0.3507,10.5512,2.9594,0.0261,YES
M0_Random,M0: Random Baseline,3,20,M0_Random_i3_p20,0.8588,0.7671,25.9687,0.9835,0.5355,0.0973,14.3788,1.1615,0.0658,NO
M1_Sobol,M1: Sobol Grid,1,1,M1_Sobol_i1_p1,0.8021,0.5793,37.0292,1.5786,0.9844,0.4561,25.6571,14.4733,0.0026,YES
M1_Sobol,M1: Sobol Grid,1,2,M1_Sobol_i1_p2,0.8193,0.3380,10.3045,1.0446,0.9649,0.4861,16.1202,1.1801,0.0102,YES
M1_Sobol,M1: Sobol Grid,1,3,M1_Sobol_i1_p3,0.8418,0.7757,38.6115,0.9222,0.9575,0.4685,18.1874,2.8896,0.0463,YES
M1_Sobol,M1: Sobol Grid,1,4,M1_Sobol_i1_p4,0.8086,0.7597,10.6691,1.5491,0.6832,0.4790,18.6548,3.3509,0.0107,YES
M1_Sobol,M1: Sobol Grid,1,5,M1_Sobol_i1_p5,0.8332,0.7207,26.5571,1.5364,0.9824,0.4952,20.0102,3.0138,0.0096,YES
M1_Sobol,M1: Sobol Grid,1,6,M1_Sobol_i1_p6,0.8150,0.4427,33.0798,0.8447,0.9841,0.4758,17.7143,3.3937,0.0176,YES
M1_Sobol,M1: Sobol Grid,1,7,M1_Sobol_i1_p7,0.8142,0.3157,12.6009,0.9910,0.9392,0.4604,15.7541,1.3208,0.0177,YES
M1_Sobol,M1: Sobol Grid,1,8,M1_Sobol_i1_p8,0.8033,0.7081,36.8075,0.8373,0.5218,0.4874,16.5781,1.7365,0.0041,YES
M1_Sobol,M1: Sobol Grid,1,9,M1_Sobol_i1_p9,0.8029,0.7061,16.1401,1.4327,0.9377,0.4720,21.2304,3.2275,0.0036,YES
M1_Sobol,M1: Sobol Grid,1,10,M1_Sobol_i1_p10,0.8145,0.3139,27.6083,1.5782,0.8324,0.4900,19.5824,6.3906,0.0181,YES
M1_Sobol,M1: Sobol Grid,1,11,M1_Sobol_i1_p11,0.8214,0.7906,13.5002,0.8103,0.3252,0.4897,14.8175,0.4904,0.0129,YES
M1_Sobol,M1: Sobol Grid,1,12,M1_Sobol_i1_p12,0.8108,0.3877,23.0510,1.5552,0.9143,0.4881,22.5896,9.0205,0.0135,YES
M1_Sobol,M1: Sobol Grid,1,13,M1_Sobol_i1_p13,0.8062,0.4107,39.4757,1.0216,0.7818,0.4920,16.6662,1.7982,0.0077,YES
M1_Sobol,M1: Sobol Grid,1,14,M1_Sobol_i1_p14,0.8178,0.7697,20.5041,1.1675,0.9997,0.4699,19.9347,4.7890,0.0004,YES
M1_Sobol,M1: Sobol Grid,1,15,M1_Sobol_i1_p15,0.8087,0.6854,34.8111,0.8742,0.9451,0.4250,18.7407,2.4242,0.0109,YES
M1_Sobol,M1: Sobol Grid,1,16,M1_Sobol_i1_p16,0.8098,0.7771,34.9688,0.9441,0.3122,0.4949,15.3128,1.4248,0.0102,YES
M1_Sobol,M1: Sobol Grid,1,17,M1_Sobol_i1_p17,0.8493,0.7550,36.3151,1.0633,0.9275,0.4936,20.5074,3.0427,0.0128,YES
M1_Sobol,M1: Sobol Grid,1,18,M1_Sobol_i1_p18,0.8221,0.7591,19.0283,0.8213,0.9132,0.4453,17.4004,1.8336,0.0266,YES
M1_Sobol,M1: Sobol Grid,1,19,M1_Sobol_i1_p19,0.8045,0.3146,36.1321,0.8514,0.6164,0.4617,15.3244,1.6582,0.0057,YES
M1_Sobol,M1: Sobol Grid,1,20,M1_Sobol_i1_p20,0.8226,0.7456,34.0796,1.4089,0.8654,0.4738,21.7633,4.8790,0.0282,YES
M1_Sobol,M1: Sobol Grid,2,1,M1_Sobol_i2_p1,1.5855,0.3186,36.8413,1.4370,0.9747,0.4976,12.3362,3.2988,0.0048,YES
M1_Sobol,M1: Sobol Grid,2,2,M1_Sobol_i2_p2,0.8384,0.3608,38.9702,1.5187,0.1001,0.0130,14.5113,2.1235,0.0001,YES
M1_Sobol,M1: Sobol Grid,2,3,M1_Sobol_i2_p3,1.5069,0.7920,38.3576,0.9346,0.9951,0.4990,11.8378,2.5459,0.0019,YES
M1_Sobol,M1: Sobol Grid,2,4,M1_Sobol_i2_p4,1.5774,0.7581,32.2881,1.5501,0.9480,0.4816,16.9921,5.2593,0.0282,YES
M1_Sobol,M1: Sobol Grid,2,5,M1_Sobol_i2_p5,0.8078,0.7051,37.6851,1.5730,0.2500,0.0038,15.0547,2.2170,0.0077,YES
M1_Sobol,M1: Sobol Grid,2,6,M1_Sobol_i2_p6,0.8048,0.4920,36.9196,0.9867,0.1295,0.0019,13.6800,2.0112,0.0038,YES
M1_Sobol,M1: Sobol Grid,2,7,M1_Sobol_i2_p7,0.8065,0.5526,32.3304,0.8002,0.1054,0.0170,14.1050,1.6000,0.0002,YES
M1_Sobol,M1: Sobol Grid,2,8,M1_Sobol_i2_p8,0.8038,0.7473,39.7948,1.3934,0.9935,0.1063,17.1409,1.8485,0.0048,YES
M1_Sobol,M1: Sobol Grid,2,9,M1_Sobol_i2_p9,0.8537,0.7945,39.4921,1.5306,0.9003,0.0158,15.5670,0.7969,0.0110,YES
M1_Sobol,M1: Sobol Grid,2,10,M1_Sobol_i2_p10,0.8236,0.7650,38.4751,0.9072,0.1123,0.0839,13.9125,1.5109,0.0137,YES
M1_Sobol,M1: Sobol Grid,2,11,M1_Sobol_i2_p11,1.5500,0.5629,36.6586,1.5662,0.9683,0.4880,14.0141,4.4318,0.0240,YES
M1_Sobol,M1: Sobol Grid,2,12,M1_Sobol_i2_p12,0.8662,0.7634,36.6903,0.8163,0.1222,0.0154,14.5262,2.4151,0.0204,YES
M1_Sobol,M1: Sobol Grid,2,13,M1_Sobol_i2_p13,0.8112,0.7970,37.4911,1.4460,0.9106,0.0723,16.6368,1.0114,0.0060,YES
M1_Sobol,M1: Sobol Grid,2,14,M1_Sobol_i2_p14,0.8021,0.5793,37.0292,1.5786,0.9844,0.4561,21.2000,6.8167,0.0026,YES
M1_Sobol,M1: Sobol Grid,2,15,M1_Sobol_i2_p15,0.8254,0.7235,35.0061,0.8581,0.1034,0.0561,13.1837,1.6714,0.0038,YES
M1_Sobol,M1: Sobol Grid,2,16,M1_Sobol_i2_p16,1.5771,0.6218,37.7165,0.8228,0.8668,0.4996,9.5308,1.7272,0.0008,YES
M1_Sobol,M1: Sobol Grid,2,17,M1_Sobol_i2_p17,1.5518,0.7858,36.3384,0.8388,0.9847,0.4113,10.1112,1.4896,0.0170,YES
M1_Sobol,M1: Sobol Grid,2,18,M1_Sobol_i2_p18,0.8018,0.3477,11.6820,1.4560,0.1399,0.4458,13.9550,1.7089,0.0022,YES
M1_Sobol,M1: Sobol Grid,2,19,M1_Sobol_i2_p19,0.8199,0.7356,38.6329,0.8865,0.8287,0.0274,15.1418,1.0911,0.0249,YES
M1_Sobol,M1: Sobol Grid,2,20,M1_Sobol_i2_p20,1.5668,0.7254,39.7670,1.4795,0.8400,0.4875,15.3178,4.8778,0.0078,YES
M1_Sobol,M1: Sobol Grid,3,1,M1_Sobol_i3_p1,1.5855,0.3186,36.8413,1.4370,0.9747,0.4976,10.2798,2.7584,0.0048,YES
M1_Sobol,M1: Sobol Grid,3,2,M1_Sobol_i3_p2,1.5942,0.6522,15.2385,1.4706,0.9828,0.0008,7.7856,0.6691,0.0016,YES
M1_Sobol,M1: Sobol Grid,3,3,M1_Sobol_i3_p3,1.5774,0.7581,32.2881,1.5501,0.9480,0.4816,16.9921,5.2593,0.0282,YES
M1_Sobol,M1: Sobol Grid,3,4,M1_Sobol_i3_p4,1.5500,0.5629,36.6586,1.5662,0.9683,0.4880,13.8955,4.9648,0.0240,YES
M1_Sobol,M1: Sobol Grid,3,5,M1_Sobol_i3_p5,1.5312,0.3212,38.6187,1.5395,0.9925,0.4137,11.1402,1.8100,0.0083,YES
M1_Sobol,M1: Sobol Grid,3,6,M1_Sobol_i3_p6,0.9008,0.7799,15.4289,1.5982,0.9698,0.4754,20.4637,6.0692,0.0022,YES
M1_Sobol,M1: Sobol Grid,3,7,M1_Sobol_i3_p7,0.8021,0.5793,37.0292,1.5786,0.9844,0.4561,22.9420,5.3996,0.0026,YES
M1_Sobol,M1: Sobol Grid,3,8,M1_Sobol_i3_p8,1.4874,0.4013,39.9108,1.5963,0.8945,0.4923,13.8457,4.9414,0.0030,YES
M1_Sobol,M1: Sobol Grid,3,9,M1_Sobol_i3_p9,0.8002,0.3189,39.6700,1.1970,0.1485,0.4357,14.1500,1.8194,0.0003,YES
M1_Sobol,M1: Sobol Grid,3,10,M1_Sobol_i3_p10,1.5977,0.3506,39.6925,0.9223,0.2028,0.4711,6.8292,0.3800,0.0028,YES
M1_Sobol,M1: Sobol Grid,3,11,M1_Sobol_i3_p11,1.5585,0.7728,10.8335,1.4557,0.9070,0.4896,11.3237,3.2531,0.0208,YES
M1_Sobol,M1: Sobol Grid,3,12,M1_Sobol_i3_p12,0.8018,0.3477,11.6820,1.4560,0.1399,0.4458,14.4012,1.5792,0.0022,YES
M1_Sobol,M1: Sobol Grid,3,13,M1_Sobol_i3_p13,1.5465,0.7935,11.0034,0.8969,0.9641,0.0574,8.0429,0.5040,0.0129,YES
M1_Sobol,M1: Sobol Grid,3,14,M1_Sobol_i3_p14,1.1599,0.3556,12.4465,1.5810,0.9803,0.4793,11.7335,2.5529,0.0219,YES
M1_Sobol,M1: Sobol Grid,3,15,M1_Sobol_i3_p15,1.5899,0.7652,37.5209,1.2707,0.9662,0.0217,7.5091,0.4133,0.0126,YES
M1_Sobol,M1: Sobol Grid,3,16,M1_Sobol_i3_p16,1.5883,0.7999,13.0090,0.9764,0.9472,0.0946,7.8305,0.6333,0.0001,YES
M1_Sobol,M1: Sobol Grid,3,17,M1_Sobol_i3_p17,1.5663,0.3028,18.0038,0.8218,0.1335,0.4943,6.5388,0.4126,0.0055,YES
M1_Sobol,M1: Sobol Grid,3,18,M1_Sobol_i3_p18,0.8332,0.7207,26.5571,1.5364,0.9824,0.4952,21.7094,6.0764,0.0096,YES
M1_Sobol,M1: Sobol Grid,3,19,M1_Sobol_i3_p19,1.5069,0.7920,38.3576,0.9346,0.9951,0.4990,10.0843,1.1484,0.0019,YES
M1_Sobol,M1: Sobol Grid,3,20,M1_Sobol_i3_p20,0.8384,0.3608,38.9702,1.5187,0.1001,0.0130,13.7100,1.7032,0.0001,YES
M2_n20,M2: MultiStart (n=20),1,1,M2_n20_i1_p1,0.8000,0.8000,40.0000,0.8000,1.0000,0.5000,21.0493,3.6783,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,2,M2_n20_i1_p2,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,26.9562,6.4845,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,3,M2_n20_i1_p3,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,25.8713,7.7808,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,4,M2_n20_i1_p4,0.8000,0.8000,10.0000,0.8000,1.0000,0.5000,17.9805,1.3496,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,5,M2_n20_i1_p5,0.8000,0.8000,10.0000,1.6000,1.0000,0.5000,20.1449,1.8346,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,6,M2_n20_i1_p6,0.8000,0.3000,10.0000,0.8000,1.0000,0.5000,15.6995,1.5378,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,7,M2_n20_i1_p7,0.8000,0.3000,10.0000,1.6000,1.0000,0.5000,18.2003,2.7962,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,8,M2_n20_i1_p8,0.8000,0.3000,10.0000,1.6000,1.0000,0.5000,16.8680,1.0919,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,9,M2_n20_i1_p9,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,22.5143,8.2548,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,10,M2_n20_i1_p10,0.8000,0.8000,40.0000,0.8000,0.1000,0.5000,14.9325,2.7267,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,11,M2_n20_i1_p11,0.8000,0.3000,40.0000,0.8000,0.1000,0.5000,13.8700,1.7821,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,12,M2_n20_i1_p12,0.8000,0.3000,10.0000,1.6000,0.1000,0.5000,14.5238,1.4551,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,13,M2_n20_i1_p13,0.8000,0.8000,40.0000,1.6000,0.1000,0.0000,14.3450,1.7476,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,14,M2_n20_i1_p14,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,13.3500,2.1321,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,15,M2_n20_i1_p15,1.6000,0.3000,40.0000,1.6000,1.0000,0.5000,10.9900,2.8715,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,16,M2_n20_i1_p16,1.6000,0.8000,10.0000,0.8000,1.0000,0.0000,6.2678,0.1431,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,17,M2_n20_i1_p17,1.6000,0.8000,10.0000,0.8000,0.1000,0.5000,7.0888,0.5623,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,18,M2_n20_i1_p18,1.6000,0.8000,40.0000,0.8000,1.0000,0.0000,6.3307,0.0982,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,19,M2_n20_i1_p19,1.6000,0.3000,10.0000,1.6000,0.1000,0.5000,6.6213,0.4408,0.0000,YES
M2_n20,M2: MultiStart (n=20),1,20,M2_n20_i1_p20,0.8000,0.8000,18.1344,1.6000,0.5266,0.0000,14.1419,1.2085,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,1,M2_n20_i2_p1,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,16.2775,4.3422,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,2,M2_n20_i2_p2,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,25.8713,7.7808,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,3,M2_n20_i2_p3,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,22.7388,2.5110,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,4,M2_n20_i2_p4,0.8000,0.8000,40.0000,1.6000,0.1000,0.5000,15.8413,1.7248,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,5,M2_n20_i2_p5,0.8000,0.8000,40.0000,0.8000,1.0000,0.5000,19.6635,2.1423,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,6,M2_n20_i2_p6,0.8000,0.8000,40.0000,0.8000,1.0000,0.5000,21.2089,3.7589,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,7,M2_n20_i2_p7,1.6000,0.3000,40.0000,1.6000,1.0000,0.5000,14.4540,4.8033,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,8,M2_n20_i2_p8,0.8000,0.8000,40.0000,0.8000,0.1000,0.5000,13.9550,1.8118,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,9,M2_n20_i2_p9,0.8000,0.8000,40.0000,0.8000,0.1000,0.5000,14.9325,2.7267,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,10,M2_n20_i2_p10,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,23.0498,14.0568,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,11,M2_n20_i2_p11,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,15.0038,1.8943,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,12,M2_n20_i2_p12,0.8000,0.3000,10.0000,0.8000,0.1000,0.5000,14.6700,2.5678,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,13,M2_n20_i2_p13,0.8000,0.3000,10.0000,1.6000,1.0000,0.0000,13.8085,0.8627,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,14,M2_n20_i2_p14,0.8000,0.3000,25.8877,1.6000,0.1000,0.0000,13.2137,1.5254,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,15,M2_n20_i2_p15,0.8000,0.8000,10.0000,1.6000,0.1000,0.0000,13.1900,1.8522,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,16,M2_n20_i2_p16,0.8000,0.3000,23.0695,1.6000,0.1000,0.5000,15.5675,2.3832,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,17,M2_n20_i2_p17,1.2691,0.3000,16.2339,1.6000,1.0000,0.5000,11.6025,2.2410,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,18,M2_n20_i2_p18,1.6000,0.8000,10.0000,0.8000,0.1000,0.0000,6.2988,0.3629,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,19,M2_n20_i2_p19,1.6000,0.8000,10.0000,0.8000,0.1000,0.0000,6.3262,0.5231,0.0000,YES
M2_n20,M2: MultiStart (n=20),2,20,M2_n20_i2_p20,1.6000,0.3000,12.3228,0.8000,0.1000,0.5000,6.6450,0.3789,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,1,M2_n20_i3_p1,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,12.8600,3.6196,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,2,M2_n20_i3_p2,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,12.4268,3.5128,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,3,M2_n20_i3_p3,0.8000,0.8000,40.0000,0.8000,1.0000,0.0000,13.9560,0.9900,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,4,M2_n20_i3_p4,1.6000,0.3000,40.0000,1.6000,1.0000,0.5000,13.1451,5.1429,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,5,M2_n20_i3_p5,0.8000,0.8000,40.0000,1.6000,1.0000,0.0000,14.0127,0.9429,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,6,M2_n20_i3_p6,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,21.3491,9.2293,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,7,M2_n20_i3_p7,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,25.7251,9.7551,0.0000,YES
