v0_mean,tau,A,R_safety,density,flow_ratio,uncertainty_score
1.5905536626659569,0.7422073457121242,39.37948544330622,0.8114246960136122,0.862331657528324,0.00036913485687924754,3.3173433542251587
1.5972233230593722,0.7608055735264425,37.077635197193004,1.1819809110344033,0.10396454173125258,0.041950774373524596,2.8913206458091736
1.56489638705181,0.30263627811417465,13.473045134839829,1.595991842288964,0.8813721620414335,0.0302447976633039,2.8533879816532135
1.599804920397439,0.5763369373184077,39.5659316379607,1.2861865561795498,0.10952558643096613,0.04288088634710814,2.8121389150619507
1.5928936909299063,0.7698620799920758,14.944242777066084,0.8153177180192364,0.2260424973861332,0.3381436101491623,2.779830813407898
0.8127948894943471,0.3084241386210581,22.13092175666246,1.571858838391615,0.22344578362290202,0.011153968932412571,2.6945585906505585
1.5893024683926509,0.658257701498368,11.909916084958615,0.8488990233879486,0.15902403299564305,0.4777995887129139,2.652670919895172
1.3173147112533679,0.7985570675096517,10.004049620111369,1.0164704563737559,0.3851275706096955,0.456198061703661,2.6365677416324615
1.5977602456172642,0.3807300606459705,30.905369172028852,0.8395797855530546,0.9761012156494941,0.00952696366950678,2.605385273694992
1.2064721316650504,0.5756675747010904,38.503988735356245,1.591457704686565,0.10911777086099492,0.03837152420731717,2.5752607583999634
1.2840091686051915,0.3207575145374469,38.18522361571456,1.1660343489893732,0.41206786370703385,0.005170533042180267,2.480486035346985
1.4853719867843886,0.34811749583094015,39.71274002701832,0.8085746116304411,0.3027662055312132,0.001574848621159241,2.479105591773987
1.3079213283465672,0.3231416218359655,34.03565066165021,0.8924365553448548,0.9885245931706135,0.01588256916638512,2.4262568950653076
1.5700728712629168,0.3326389829386998,19.59674883383876,0.8468585750081254,0.1462976694171988,0.0014446080482492774,2.424258202314377
1.184934305681199,0.3042279979677256,22.97712810843304,0.8043974273395154,0.547308068456295,0.010776188238643012,2.4220058917999268
1.559261024872589,0.7872164096123806,20.4776633697466,0.834434466660464,0.3699303933758744,0.4824191195086807,2.4053815603256226
0.8060288572721194,0.33762072452009834,10.704836174305685,0.851815270466801,0.790747408099055,0.013775711227324803,2.3923160135746
1.5891698465764719,0.6395763720382398,13.831600164666407,1.133987078060035,0.1297222834494847,0.4876777623220487,2.387433111667633
1.5828233483612468,0.7582165401830796,30.185945799188005,1.5952255093713417,0.9882599498818592,0.21933975400422123,2.375165283679962
1.5948832227111667,0.5229452953126217,10.98181027671225,0.8013644499478042,0.9237421215922125,0.03957261726530467,2.373087167739868
1.4661280814715374,0.3890596287741334,37.82883575958043,1.5366403552345962,0.1188940976462397,0.4962803802117178,2.367428630590439
1.449137659782289,0.6429292641729325,21.83899002075828,0.8280344850645961,0.1138527688357656,0.4712031493404762,2.358336865901947
1.4441416240278078,0.3306105286518982,11.701455580384607,1.5932973304736109,0.40506216211685664,0.48983629193435374,2.3566968739032745
1.5949945153081244,0.3113112485198441,13.325100736372807,1.2668275792568509,0.6202588056769306,0.49558333988295844,2.344950556755066
0.8737827526980637,0.37753628961608543,11.643698721215564,1.594671109909715,0.12333739562315355,0.17792954535686725,2.3400242924690247
1.256872832557731,0.5987499550882038,29.51210141572555,0.8031803305135448,0.11120584024952222,0.4043812988922246,2.3381794691085815
1.2673550651973873,0.4837781979970365,34.351888722691896,0.8680568832778446,0.1345647595338209,0.49921508784511653,2.310360223054886
0.8624087023679989,0.7731885123221256,18.816825593566833,1.5776586261140013,0.10485199341849807,0.45701873926875153,2.307042717933655
1.3965144543987982,0.30062161717833724,30.75393283499295,1.5313422984222207,0.8171992153765727,0.006589507219233699,2.296941414475441
1.500045406714373,0.7532235907614968,10.320602276060468,0.8392419962372376,0.24337715872986843,0.3446985146233803,2.282960444688797
0.94957456625834,0.7992641086783288,19.880568075768227,0.8285083472038095,0.2442604544329947,0.48197205651963676,2.2757385969161987
1.3566246723785294,0.7589510039770285,13.906832629013588,1.132256580733146,0.3922212616008325,0.495072656609929,2.263872444629669
1.0353695907612124,0.7790210229581188,10.794642934139649,1.4822239730554851,0.116380933417821,0.05277347101003539,2.2619709968566895
1.519122927966135,0.775376875853047,25.0893678166698,1.5451569741448798,0.11977015214904907,0.01617582238538873,2.23451030254364
1.3443337441752226,0.30282303164270713,25.89677689496343,1.5756973103960035,0.6242608288512765,0.0025761292902422915,2.233921080827713
1.453607000653587,0.7906501875963321,20.482905335827176,0.8331926775765791,0.1269451748819843,0.2303062458603748,2.2325993180274963
1.3228454041211868,0.386585789676135,27.211234655632264,1.5957511479010527,0.1441156113438188,0.48457486159053176,2.229446977376938
0.8559586521239159,0.7685416770934503,20.04256203520384,1.5938873462585539,0.10103392580924472,0.3282724445109845,2.2232789397239685
1.5996377409430464,0.7888818748989102,14.972923527382445,1.0069824298981231,0.19419677138000468,0.24381060616171654,2.2219284772872925
0.8521126578848133,0.5796824456656029,10.079987210054016,1.599348560504268,0.25176380202938264,0.05237499924888083,2.216906100511551
1.569149308107304,0.7865378117284128,10.586695972659506,1.473844395579062,0.11334628156239746,0.3678529341385598,2.2144032418727875
0.8036084813059658,0.316078036072296,36.95471151067573,0.805871887675738,0.1686921900954122,0.26537699515320334,2.213326245546341
1.0436108086191267,0.3287669460781456,37.26234032250889,0.8046066610875056,0.15642357448820676,0.3868505026830057,2.21145698428154
1.4300644523521377,0.3101123973082303,39.873608875829966,0.8957925896108299,0.9070236410365737,0.01341192637081,2.2024212777614594
1.2755462296483795,0.5864439504102744,37.67387625454238,1.5885934408845812,0.10090359920990742,0.09922493298987047,2.2001526057720184
1.5320989636771198,0.6438420521672051,10.814153368370038,0.8066605458472788,0.22274757955504262,0.2574880306434793,2.197713404893875
1.0384474841570395,0.4137822512453827,39.63068275478882,1.5827693794680964,0.10157190499592134,0.23488143519544805,2.1875677704811096
1.3375591814088543,0.7497729124071453,24.588608649838896,0.8831376443132334,0.3332284838245906,0.4750151326691521,2.1811808943748474
1.0232137389464953,0.3896534208489253,15.129934373403099,0.8420649037778253,0.9787714342446359,0.0013485960705024768,2.174187272787094
1.2686535330059774,0.6150875300321679,17.837775369501355,0.8698808110513775,0.1292011137498453,0.4720923994373061,2.163598448038101
1.5608964624296378,0.7373632244287778,35.879393225367096,1.2265355634814687,0.16281937799629234,0.4989529166105501,2.1495487987995148
1.2648567299744082,0.36132296638233924,23.399977856600877,0.8469889799062177,0.992631334862427,0.00703743482162606,2.1439568996429443
1.2856557840186438,0.6544690718948005,28.142606609005412,0.8218316299451982,0.26589615811324674,0.47612157738806454,2.127712070941925
1.5824897294454985,0.7125078742515452,26.557876707727253,1.4474544359765384,0.10189170093103209,0.46723242525931935,2.1259957253932953
1.1908480534191992,0.758031497342752,35.07213420777231,0.8128898595495682,0.15027518403117102,0.43514235867191264,2.119446784257889
1.5874625284291266,0.3381134685611114,39.35231369461244,0.8925825481158312,0.6923791106110332,0.48066419480046735,2.114715665578842
1.5963007933217888,0.5196724618911809,10.592018135275254,1.5571422417104777,0.9849127849066285,0.2622564889220063,2.114003539085388
1.0643200351071023,0.4007094905544886,36.93776467430732,1.4047713464647376,0.10130912473171892,0.0009334561611116063,2.1099990904331207
0.8440864280682525,0.35607440956042463,11.661578543239488,1.4541382390292288,0.9953935517417845,0.48773738442528836,2.106574773788452
1.3743109630869919,0.7802134274442507,11.433662236230667,1.0999622168294136,0.2937018191984391,0.42251493231390513,2.1064652800559998
1.2873772944206698,0.7087061536158469,17.548944519212817,0.902632731222073,0.3918430209778824,0.49085377233144484,2.099284738302231
0.8272668003562229,0.39479014545913593,39.06396955269682,1.5436931272434031,0.999140059238259,0.06028843996462285,2.0980052649974823
1.1634513862728744,0.40176951383480775,12.611216347052412,0.8115370886607424,0.20691461259143334,0.05221208850075801,2.0936713218688965
1.2390317223230238,0.7054987478932389,35.92536021251922,1.0171032529516946,0.14840055070479757,0.48552595652442276,2.087572157382965
1.5154474277046748,0.3909124600033935,39.74500156616497,0.8041185850019478,0.25959938873371047,0.00889755812529121,2.086066633462906
1.1577962385994525,0.7127805351367369,38.774343899967434,0.8194907399747257,0.26076690143633713,0.4929046944312661,2.085560530424118
1.0838017128541209,0.3709148045238348,11.173000763264538,0.8026544302522447,0.2587043661196885,0.44196217410891914,2.082546204328537
0.9861561996446198,0.7984382233112581,12.726112439947668,1.0851760250220501,0.1698258430078638,0.4949424078191266,2.0782939791679382
1.379924649188529,0.792168185558523,19.968953821916273,1.2284204637091043,0.1279793617440831,0.43517123018841974,2.073979079723358
1.158984725420718,0.3034765489949837,33.83555850971574,0.8877552442588101,0.6159857328645658,0.009236774519918027,2.0728392899036407
1.4228996143881647,0.41800986908293386,32.31875621927163,1.5971935824009238,0.19068177759386817,0.02557382605573455,2.0722097754478455
1.298842593628914,0.7253955065457568,37.39462120628978,0.8855790314721184,0.14778145241035162,0.4456174300999648,2.06561142206192
1.3135470081318132,0.36861419843160137,39.690481812377776,1.1994221756007981,0.14062563574569525,0.038044571093357626,2.0532329976558685
0.8724013074106338,0.32482063649774007,12.533672854940932,1.575557140944,0.330699432586184,0.013873521842150469,2.050839990377426
1.3322557088782299,0.7409239704335635,14.127577242188487,0.803705365938875,0.11267710603141233,0.07384565708394501,2.0449708104133606
1.3465145198157829,0.7924603973596309,17.967533715767185,0.8121225791164175,0.5522997679803626,0.3824910289899591,2.0435816645622253
1.3592802056024464,0.4108230871981386,36.741865987574045,0.8528852975713834,0.40463766471292484,0.008014366539855362,2.038372665643692
0.8333269269480973,0.7001522003742439,22.178091480906687,0.8179932448598565,0.13620280734974977,0.45734482145516786,2.0377180874347687
1.1675725633111231,0.7824253980375819,11.29848777590571,0.9366688435048152,0.17432326445990792,0.00013993125279466022,2.0376802682876587
1.4787063867918733,0.7604891027527843,32.85434788805263,1.4300982826904365,0.112969895368053,0.004939848891572072,2.0356467366218567
1.5934701497142225,0.770133073829655,36.3427530409964,1.4807460427564005,0.12109389126733223,0.1447058388630473,2.0318200290203094
1.5942362262013945,0.41169232177514903,26.968146316188808,1.142870944675747,0.10417294372871225,0.08494724333592148,2.0317400693893433
1.5895910735038807,0.4311640533123957,34.04564551428401,0.8671644854617053,0.12020153633802523,0.49611559055721954,2.0286044478416443
1.348685102607433,0.6491749050772866,10.16605906623533,1.5089675966668812,0.10408684638818021,0.02680693744672877,2.0272413194179535
1.5921484655466234,0.38109959167691737,10.526965882669517,0.8530096934886016,0.9915306251157429,0.10058310773699426,2.0254589915275574
1.2287794624114896,0.305088973830321,15.735323603907446,0.8561917705213238,0.446610111542577,0.02781493860330869,2.022426798939705
1.1487428910914361,0.351470336752032,39.580427240961285,1.0663485601472966,0.36331179807803615,0.01630816943371297,2.0223470330238342
1.5859830074496566,0.7761384313419031,10.329366695121816,1.1490969423785367,0.3640609663308023,0.20117779876962383,2.021047905087471
1.5974851346158088,0.7558939958511928,19.090872911286077,0.8326677534006613,0.45079442500025013,0.38392450075257756,2.0188581347465515
1.5050160904692038,0.30944940659209225,26.11698767283212,1.5760636771055563,0.7571933541550193,0.00793120700462605,2.0139027535915375
1.2620867825684488,0.5855346525933441,24.890074217387742,0.8023850200675717,0.11004968989745846,0.30061057808054925,2.01332888007164
1.2820316363355622,0.3243629093437123,39.64642868057325,1.1895654098194752,0.40474668329441066,0.49004657709945115,2.0120168924331665
1.4701527593316341,0.7845496646725805,20.26462582984803,1.581450995195921,0.23391890934045712,0.017328705525127653,2.0115519165992737
1.3555441612765744,0.3580230148614843,39.021810514038705,1.4789716331267373,0.9626043771546134,0.023838612710339876,2.0062395632267
1.5233769002735211,0.30092898763010284,38.81933989199639,0.8189948013731762,0.6609128621659329,0.0944056397272138,2.003104269504547
0.8197546141651945,0.48157243022715635,37.604302095378074,1.5999097118756986,0.3320285507011229,0.02251760769968824,2.002838909626007
1.594775361347796,0.30425345765960626,24.54804618021226,0.8575478059108697,0.11225617941046119,0.3886289924174233,2.0018432438373566
1.553209210424376,0.7136297487641403,12.675759743783651,1.384929466065977,0.11750620070208526,0.03636618706884063,2.0002288818359375
